timestamp,position,velocity,acceleration,attitude,body_rate,actuator
333733449,1,0,0,0,0,0
333753273,1,0,0,0,0,0
333833104,1,0,0,0,0,0
333936358,1,0,0,0,0,0
334033156,1,0,0,0,0,0
334133241,1,0,0,0,0,0
334232862,1,0,0,0,0,0
334332928,1,0,0,0,0,0
334432938,1,0,0,0,0,0
334533040,1,0,0,0,0,0
334632988,1,0,0,0,0,0
334737982,1,0,0,0,0,0
334837680,1,0,0,0,0,0
334935913,1,0,0,0,0,0
335036863,1,0,0,0,0,0
335133136,1,0,0,0,0,0
335241348,1,0,0,0,0,0
335333143,1,0,0,0,0,0
335432885,1,0,0,0,0,0
335533318,1,0,0,0,0,0
335633167,1,0,0,0,0,0
335732948,1,0,0,0,0,0
335832975,1,0,0,0,0,0
335933349,1,0,0,0,0,0
336032946,1,0,0,0,0,0
336133016,1,0,0,0,0,0
336233215,1,0,0,0,0,0
336333005,1,0,0,0,0,0
336434277,1,0,0,0,0,0
336534768,1,0,0,0,0,0
336632852,1,0,0,0,0,0
336733216,1,0,0,0,0,0
336833032,1,0,0,0,0,0
336933091,1,0,0,0,0,0
337032969,1,0,0,0,0,0
337132937,1,0,0,0,0,0
337233001,1,0,0,0,0,0
337333954,1,0,0,0,0,0
337433056,1,0,0,0,0,0
337533458,1,0,0,0,0,0
337634758,1,0,0,0,0,0
337733416,1,0,0,0,0,0
337833977,1,0,0,0,0,0
337913025,1,0,0,0,0,0
358985933,1,0,0,0,0,0
358988942,1,0,0,0,0,0
359072863,1,0,0,0,0,0
359172991,1,0,0,0,0,0
359290978,1,0,0,0,0,0
359370814,1,0,0,0,0,0
359490899,1,0,0,0,0,0
359570771,1,0,0,0,0,0
359671056,1,0,0,0,0,0
359771564,1,0,0,0,0,0
359872492,1,0,0,0,0,0
359971897,1,0,0,0,0,0
360070835,1,0,0,0,0,0
360174025,1,0,0,0,0,0
360270933,1,0,0,0,0,0
360371317,1,0,0,0,0,0
360471139,1,0,0,0,0,0
360570976,1,0,0,0,0,0
360670880,1,0,0,0,0,0
360770868,1,0,0,0,0,0
360870828,1,0,0,0,0,0
360970965,1,0,0,0,0,0
361070854,1,0,0,0,0,0
361170872,1,0,0,0,0,0
361270907,1,0,0,0,0,0
361390929,1,0,0,0,0,0
361470844,1,0,0,0,0,0
361591078,1,0,0,0,0,0
361670856,1,0,0,0,0,0
361770908,1,0,0,0,0,0
361871600,1,0,0,0,0,0
361971904,1,0,0,0,0,0
362075541,1,0,0,0,0,0
362172744,1,0,0,0,0,0
362278075,1,0,0,0,0,0
362371070,1,0,0,0,0,0
362475281,1,0,0,0,0,0
362576015,1,0,0,0,0,0
362671329,1,0,0,0,0,0
362771206,1,0,0,0,0,0
362872279,1,0,0,0,0,0
362971660,1,0,0,0,0,0
363072576,1,0,0,0,0,0
363170930,1,0,0,0,0,0
363270954,1,0,0,0,0,0
363371914,1,0,0,0,0,0
363471095,1,0,0,0,0,0
363571677,1,0,0,0,0,0
363671022,1,0,0,0,0,0
363771395,1,0,0,0,0,0
363871504,1,0,0,0,0,0
363976648,1,0,0,0,0,0
364071031,1,0,0,0,0,0
364171061,1,0,0,0,0,0
364270916,1,0,0,0,0,0
364370917,1,0,0,0,0,0
364471211,1,0,0,0,0,0
364570931,1,0,0,0,0,0
364671263,1,0,0,0,0,0
364770923,1,0,0,0,0,0
364890896,1,0,0,0,0,0
364973122,1,0,0,0,0,0
365090901,1,0,0,0,0,0
365170890,1,0,0,0,0,0
365271075,1,0,0,0,0,0
365370935,1,0,0,0,0,0
365471777,1,0,0,0,0,0
365571399,1,0,0,0,0,0
365671258,1,0,0,0,0,0
365771439,1,0,0,0,0,0
365870891,1,0,0,0,0,0
365971041,1,0,0,0,0,0
366071284,1,0,0,0,0,0
366171553,1,0,0,0,0,0
366271191,1,0,0,0,0,0
366371179,1,0,0,0,0,0
366471006,1,0,0,0,0,0
366573512,1,0,0,0,0,0
366670938,1,0,0,0,0,0
366770913,1,0,0,0,0,0
366870929,1,0,0,0,0,0
366970859,1,0,0,0,0,0
367070883,1,0,0,0,0,0
367170832,1,0,0,0,0,0
367272730,1,0,0,0,0,0
367370943,1,0,0,0,0,0
367470890,1,0,0,0,0,0
367570957,1,0,0,0,0,0
367671323,1,0,0,0,0,0
367770959,1,0,0,0,0,0
367870935,1,0,0,0,0,0
367970906,1,0,0,0,0,0
368070883,1,0,0,0,0,0
368170924,1,0,0,0,0,0
368271039,1,0,0,0,0,0
368370887,1,0,0,0,0,0
368471079,1,0,0,0,0,0
368591281,1,0,0,0,0,0
368670944,1,0,0,0,0,0
368774491,1,0,0,0,0,0
368870948,1,0,0,0,0,0
368970911,1,0,0,0,0,0
369090990,1,0,0,0,0,0
369170997,1,0,0,0,0,0
369290985,1,0,0,0,0,0
369370935,1,0,0,0,0,0
369472734,1,0,0,0,0,0
369570893,1,0,0,0,0,0
369671692,1,0,0,0,0,0
369770841,1,0,0,0,0,0
369870988,1,0,0,0,0,0
369971146,1,0,0,0,0,0
370071008,1,0,0,0,0,0
370171077,1,0,0,0,0,0
370273192,1,0,0,0,0,0
370371126,1,0,0,0,0,0
370471606,1,0,0,0,0,0
370571636,1,0,0,0,0,0
370672006,1,0,0,0,0,0
370770813,1,0,0,0,0,0
370870917,1,0,0,0,0,0
370975349,1,0,0,0,0,0
371072093,1,0,0,0,0,0
371172046,1,0,0,0,0,0
371270845,1,0,0,0,0,0
371471079,1,0,0,0,0,0
371571366,1,0,0,0,0,0
371671577,1,0,0,0,0,0
371771077,1,0,0,0,0,0
371870900,1,0,0,0,0,0
371971640,1,0,0,0,0,0
372071065,1,0,0,0,0,0
372171305,1,0,0,0,0,0
372271282,1,0,0,0,0,0
372372025,1,0,0,0,0,0
372470928,1,0,0,0,0,0
372571368,1,0,0,0,0,0
372673034,1,0,0,0,0,0
372771016,1,0,0,0,0,0
372872192,1,0,0,0,0,0
372971869,1,0,0,0,0,0
373071443,1,0,0,0,0,0
373179444,1,0,0,0,0,0
373271792,1,0,0,0,0,0
373370954,1,0,0,0,0,0
373470798,1,0,0,0,0,0
373570861,1,0,0,0,0,0
373670905,1,0,0,0,0,0
373771151,1,0,0,0,0,0
373880221,1,0,0,0,0,0
373971206,1,0,0,0,0,0
374071037,1,0,0,0,0,0
374190818,1,0,0,0,0,0
374270869,1,0,0,0,0,0
374373356,1,0,0,0,0,0
374470884,1,0,0,0,0,0
374572009,1,0,0,0,0,0
374672899,1,0,0,0,0,0
374771341,1,0,0,0,0,0
374872741,1,0,0,0,0,0
374971317,1,0,0,0,0,0
375070741,1,0,0,0,0,0
375170774,1,0,0,0,0,0
375276526,1,0,0,0,0,0
375371004,1,0,0,0,0,0
375470727,1,0,0,0,0,0
375572472,1,0,0,0,0,0
375670877,1,0,0,0,0,0
375773457,1,0,0,0,0,0
375870935,1,0,0,0,0,0
375970884,1,0,0,0,0,0
376070875,1,0,0,0,0,0
376171621,1,0,0,0,0,0
376270772,1,0,0,0,0,0
376370836,1,0,0,0,0,0
376470873,1,0,0,0,0,0
376571309,1,0,0,0,0,0
376676432,1,0,0,0,0,0
376770810,1,0,0,0,0,0
376872655,1,0,0,0,0,0
376971869,1,0,0,0,0,0
377074292,1,0,0,0,0,0
377172128,1,0,0,0,0,0
377270779,1,0,0,0,0,0
377374755,1,0,0,0,0,0
377473589,1,0,0,0,0,0
377572646,1,0,0,0,0,0
377670729,1,0,0,0,0,0
377770870,1,0,0,0,0,0
377870839,1,0,0,0,0,0
377975745,1,0,0,0,0,0
378070893,1,0,0,0,0,0
378170831,1,0,0,0,0,0
378274426,1,0,0,0,0,0
378371624,1,0,0,0,0,0
378471225,1,0,0,0,0,0
378571004,1,0,0,0,0,0
378672095,1,0,0,0,0,0
378771620,1,0,0,0,0,0
378876846,1,0,0,0,0,0
378970849,1,0,0,0,0,0
379070921,1,0,0,0,0,0
379173940,1,0,0,0,0,0
379276026,1,0,0,0,0,0
379379053,1,0,0,0,0,0
379470843,1,0,0,0,0,0
379571003,1,0,0,0,0,0
379671595,1,0,0,0,0,0
379771042,1,0,0,0,0,0
379870982,1,0,0,0,0,0
379970980,1,0,0,0,0,0
380073612,1,0,0,0,0,0
380171159,1,0,0,0,0,0
380270927,1,0,0,0,0,0
380370823,1,0,0,0,0,0
380470914,1,0,0,0,0,0
380570883,1,0,0,0,0,0
380671050,1,0,0,0,0,0
380772683,1,0,0,0,0,0
380870960,1,0,0,0,0,0
380971043,1,0,0,0,0,0
381071004,1,0,0,0,0,0
381170868,1,0,0,0,0,0
381272554,1,0,0,0,0,0
381371158,1,0,0,0,0,0
381471549,1,0,0,0,0,0
381571061,1,0,0,0,0,0
381671573,1,0,0,0,0,0
381770911,1,0,0,0,0,0
381871228,1,0,0,0,0,0
381971019,1,0,0,0,0,0
382071354,1,0,0,0,0,0
382170951,1,0,0,0,0,0
382270894,1,0,0,0,0,0
382370945,1,0,0,0,0,0
382471161,1,0,0,0,0,0
382590876,1,0,0,0,0,0
382671057,1,0,0,0,0,0
382770876,1,0,0,0,0,0
382871477,1,0,0,0,0,0
382971380,1,0,0,0,0,0
383071422,1,0,0,0,0,0
383174667,1,0,0,0,0,0
383271467,1,0,0,0,0,0
383371575,1,0,0,0,0,0
383470683,1,0,0,0,0,0
383571059,1,0,0,0,0,0
383670916,1,0,0,0,0,0
383791328,1,0,0,0,0,0
383871187,1,0,0,0,0,0
383975650,1,0,0,0,0,0
384070930,1,0,0,0,0,0
384171950,1,0,0,0,0,0
384272181,1,0,0,0,0,0
384374521,1,0,0,0,0,0
384470814,1,0,0,0,0,0
384571056,1,0,0,0,0,0
384670862,1,0,0,0,0,0
384770983,1,0,0,0,0,0
384871412,1,0,0,0,0,0
384974213,1,0,0,0,0,0
385070956,1,0,0,0,0,0
385170893,1,0,0,0,0,0
385270894,1,0,0,0,0,0
385370931,1,0,0,0,0,0
385470925,1,0,0,0,0,0
385570900,1,0,0,0,0,0
385670943,1,0,0,0,0,0
385771110,1,0,0,0,0,0
385871136,1,0,0,0,0,0
385971197,1,0,0,0,0,0
386070715,1,0,0,0,0,0
386170724,1,0,0,0,0,0
386272953,1,0,0,0,0,0
386370975,1,0,0,0,0,0
386470841,1,0,0,0,0,0
386570710,1,0,0,0,0,0
386670970,1,0,0,0,0,0
386770715,1,0,0,0,0,0
386870840,1,0,0,0,0,0
386970690,1,0,0,0,0,0
387071137,1,0,0,0,0,0
387171346,1,0,0,0,0,0
387271332,1,0,0,0,0,0
387370979,1,0,0,0,0,0
387474231,1,0,0,0,0,0
387570704,1,0,0,0,0,0
387670946,1,0,0,0,0,0
387770720,1,0,0,0,0,0
387871109,1,0,0,0,0,0
387970821,1,0,0,0,0,0
388071190,1,0,0,0,0,0
388170733,1,0,0,0,0,0
388270687,1,0,0,0,0,0
388370998,1,0,0,0,0,0
388470562,1,0,0,0,0,0
388570773,1,0,0,0,0,0
388671239,1,0,0,0,0,0
388770879,1,0,0,0,0,0
388871330,1,0,0,0,0,0
388971313,1,0,0,0,0,0
389072533,1,0,0,0,0,0
389170695,1,0,0,0,0,0
389271086,1,0,0,0,0,0
389371010,1,0,0,0,0,0
389474697,1,0,0,0,0,0
389570606,1,0,0,0,0,0
389670637,1,0,0,0,0,0
389770743,1,0,0,0,0,0
389870708,1,0,0,0,0,0
389971325,1,0,0,0,0,0
390071982,1,0,0,0,0,0
390171337,1,0,0,0,0,0
390271233,1,0,0,0,0,0
390370660,1,0,0,0,0,0
390471186,1,0,0,0,0,0
390571805,1,0,0,0,0,0
390670768,1,0,0,0,0,0
390790790,1,0,0,0,0,0
390870749,1,0,0,0,0,0
390971502,1,0,0,0,0,0
391071653,1,0,0,0,0,0
391171197,1,0,0,0,0,0
391270534,1,0,0,0,0,0
391370493,1,0,0,0,0,0
391470499,1,0,0,0,0,0
391570474,1,0,0,0,0,0
391670549,1,0,0,0,0,0
391770581,1,0,0,0,0,0
391871154,1,0,0,0,0,0
391970243,1,0,0,0,0,0
392071832,1,0,0,0,0,0
392171004,1,0,0,0,0,0
392272506,1,0,0,0,0,0
392370839,1,0,0,0,0,0
392470832,1,0,0,0,0,0
392571064,1,0,0,0,0,0
392675000,1,0,0,0,0,0
392770203,1,0,0,0,0,0
392870425,1,0,0,0,0,0
392970978,1,0,0,0,0,0
393071375,1,0,0,0,0,0
393172947,1,0,0,0,0,0
393270538,1,0,0,0,0,0
393371240,1,0,0,0,0,0
393470413,1,0,0,0,0,0
393570404,1,0,0,0,0,0
393670407,1,0,0,0,0,0
393770448,1,0,0,0,0,0
393870550,1,0,0,0,0,0
393971222,1,0,0,0,0,0
394071115,1,0,0,0,0,0
394170809,1,0,0,0,0,0
394270394,1,0,0,0,0,0
394370825,1,0,0,0,0,0
394476479,1,0,0,0,0,0
394570348,1,0,0,0,0,0
394670441,1,0,0,0,0,0
394772517,1,0,0,0,0,0
394870468,1,0,0,0,0,0
394970464,1,0,0,0,0,0
395070466,1,0,0,0,0,0
395173103,1,0,0,0,0,0
395270418,1,0,0,0,0,0
395370829,1,0,0,0,0,0
395470644,1,0,0,0,0,0
395571083,1,0,0,0,0,0
395670697,1,0,0,0,0,0
395770552,1,0,0,0,0,0
395870763,1,0,0,0,0,0
395971474,1,0,0,0,0,0
396071353,1,0,0,0,0,0
396170439,1,0,0,0,0,0
396271139,1,0,0,0,0,0
396370437,1,0,0,0,0,0
396470429,1,0,0,0,0,0
396590508,1,0,0,0,0,0
396670839,1,0,0,0,0,0
396770376,1,0,0,0,0,0
396870437,1,0,0,0,0,0
396970904,1,0,0,0,0,0
397070445,1,0,0,0,0,0
397170450,1,0,0,0,0,0
397270476,1,0,0,0,0,0
397371498,1,0,0,0,0,0
397470441,1,0,0,0,0,0
397570367,1,0,0,0,0,0
397670413,1,0,0,0,0,0
397790444,1,0,0,0,0,0
397872573,1,0,0,0,0,0
397970887,1,0,0,0,0,0
398070525,1,0,0,0,0,0
398170719,1,0,0,0,0,0
398270518,1,0,0,0,0,0
398370790,1,0,0,0,0,0
398470559,1,0,0,0,0,0
398570510,1,0,0,0,0,0
398670573,1,0,0,0,0,0
398777048,1,0,0,0,0,0
398870559,1,0,0,0,0,0
398970462,1,0,0,0,0,0
399070412,1,0,0,0,0,0
399170522,1,0,0,0,0,0
399270437,1,0,0,0,0,0
399370670,1,0,0,0,0,0
399471259,1,0,0,0,0,0
399570478,1,0,0,0,0,0
399670425,1,0,0,0,0,0
399770482,1,0,0,0,0,0
399870687,1,0,0,0,0,0
399970396,1,0,0,0,0,0
400070813,1,0,0,0,0,0
400174819,1,0,0,0,0,0
400270396,1,0,0,0,0,0
400310642,1,0,0,0,0,0
